age,math,programming,creativity,communication,logic,preferred_subject,career
25,3,3,3,3,3,Business,Hardware Engineer
21,3,3,3,3,3,Business,Hardware Engineer
23,3,3,3,3,3,Business,Hardware Engineer
24,3,3,3,3,3,Business,Hardware Engineer
20,3,3,3,3,3,Business,Hardware Engineer
24,2,2,2,2,2,ComputerScience,Hardware Engineer
25,2,2,2,2,2,ComputerScience,Hardware Engineer
21,2,2,2,2,2,ComputerScience,Hardware Engineer
25,2,2,2,2,2,ComputerScience,Hardware Engineer
22,2,2,2,2,2,ComputerScience,Hardware Engineer
19,2,2,2,2,2,ComputerScience,Hardware Engineer
21,4,4,4,4,4,Physics,Hardware Engineer
19,4,4,4,4,4,Physics,Hardware Engineer
23,4,4,4,4,4,Physics,Hardware Engineer
20,4,4,4,4,4,Physics,Hardware Engineer
18,4,4,4,4,4,Physics,Hardware Engineer
25,4,4,4,4,4,Physics,Hardware Engineer
24,5,5,5,5,5,Arts,Hardware Engineer
20,5,5,5,5,5,Arts,Hardware Engineer
21,5,5,5,5,5,Arts,Hardware Engineer
19,5,5,5,5,5,Arts,Hardware Engineer
24,5,5,5,5,5,Arts,Hardware Engineer
19,5,5,5,5,5,Arts,Hardware Engineer
22,1,1,1,1,1,Math,Hardware Engineer
19,1,1,1,1,1,Math,Hardware Engineer
22,1,1,1,1,1,Math,Hardware Engineer
23,1,1,1,1,1,Math,Hardware Engineer
24,1,1,1,1,1,Math,Hardware Engineer
24,1,1,1,1,1,Math,Hardware Engineer
18,0,0,0,0,0,Design,Hardware Engineer
21,0,0,0,0,0,Design,Hardware Engineer
22,0,0,0,0,0,Design,Hardware Engineer
18,0,0,0,0,0,Design,Hardware Engineer
19,0,0,0,0,0,Design,Hardware Engineer
19,0,0,0,0,0,Design,Hardware Engineer
18,3,3,3,3,3,Business,Hardware Engineer
24,3,3,3,3,3,Business,Hardware Engineer
19,3,3,3,3,3,Business,Hardware Engineer
25,3,3,3,3,3,Business,Hardware Engineer
23,3,3,3,3,3,Business,Hardware Engineer
23,3,3,3,3,3,Business,Hardware Engineer
25,2,2,2,2,2,ComputerScience,Hardware Engineer
18,2,2,2,2,2,ComputerScience,Hardware Engineer
25,2,2,2,2,2,ComputerScience,Hardware Engineer
22,2,2,2,2,2,ComputerScience,Hardware Engineer
22,2,2,2,2,2,ComputerScience,Hardware Engineer
18,2,2,2,2,2,ComputerScience,Hardware Engineer
25,4,4,4,4,4,Physics,Hardware Engineer
22,4,4,4,4,4,Arts,Hardware Engineer
24,4,4,4,4,4,Math,Hardware Engineer
25,4,4,4,4,4,Design,Hardware Engineer
24,4,4,4,4,4,Business,Hardware Engineer
22,4,4,4,4,4,ComputerScience,Hardware Engineer
23,5,5,5,5,5,Physics,Hardware Engineer
22,5,5,5,5,5,Arts,Hardware Engineer
24,5,5,5,5,5,Math,Hardware Engineer
20,5,5,5,5,5,Design,Hardware Engineer
21,5,5,5,5,5,Business,Hardware Engineer
19,5,5,5,5,5,ComputerScience,Hardware Engineer
25,1,1,1,1,1,Physics,Hardware Engineer
20,1,1,1,1,1,Arts,Hardware Engineer
22,1,1,1,1,1,Math,Hardware Engineer
23,1,1,1,1,1,Design,Hardware Engineer
18,1,1,1,1,1,Business,Hardware Engineer
22,1,1,1,1,1,ComputerScience,Hardware Engineer
23,0,0,0,0,0,Physics,Hardware Engineer
21,0,0,0,0,0,Arts,Hardware Engineer
22,0,0,0,0,0,Math,Hardware Engineer
24,0,0,0,0,0,Design,Hardware Engineer
18,0,0,0,0,0,Business,Hardware Engineer
23,0,0,0,0,0,ComputerScience,Hardware Engineer
23,3,3,3,3,3,Physics,Hardware Engineer
23,3,3,3,3,3,Arts,Hardware Engineer
21,3,3,3,3,3,Math,Hardware Engineer
22,3,3,3,3,3,Design,Hardware Engineer
21,3,3,3,3,3,Business,Hardware Engineer
25,3,3,3,3,3,ComputerScience,Hardware Engineer
19,2,2,2,2,2,Physics,Hardware Engineer
19,2,2,2,2,2,Arts,Hardware Engineer
25,2,2,2,2,2,Math,Hardware Engineer
22,2,2,2,2,2,Design,Hardware Engineer
24,2,2,2,2,2,Business,Hardware Engineer
21,2,2,2,2,2,ComputerScience,Hardware Engineer
18,4,4,4,4,4,Physics,Hardware Engineer
23,4,5,4,4,4,Physics,Hardware Engineer
23,4,1,4,4,4,Physics,Hardware Engineer
22,4,0,4,4,4,Physics,Hardware Engineer
24,4,3,4,4,4,Physics,Hardware Engineer
19,4,2,4,4,4,Physics,Hardware Engineer
19,5,4,5,5,5,Arts,Hardware Engineer
23,5,5,5,5,5,Arts,Hardware Engineer
22,5,1,5,5,5,Arts,Hardware Engineer
21,5,0,5,5,5,Arts,Hardware Engineer
19,5,3,5,5,5,Arts,Hardware Engineer
21,5,2,5,5,5,Arts,Hardware Engineer
24,1,4,1,1,1,Math,Hardware Engineer
19,1,5,1,1,1,Math,Hardware Engineer
19,1,1,1,1,1,Math,Hardware Engineer
20,1,0,1,1,1,Math,Hardware Engineer
19,1,3,1,1,1,Math,Hardware Engineer
25,1,2,1,1,1,Math,Hardware Engineer
18,0,4,0,0,0,Design,Hardware Engineer
25,0,5,0,0,0,Design,Hardware Engineer
22,0,1,0,0,0,Design,Hardware Engineer
22,0,0,0,0,0,Design,Hardware Engineer
21,0,3,0,0,0,Design,Hardware Engineer
25,0,2,0,0,0,Design,Hardware Engineer
25,3,4,3,3,3,Business,Hardware Engineer
25,3,5,3,3,3,Business,Hardware Engineer
24,3,1,3,3,3,Business,Hardware Engineer
19,3,0,3,3,3,Business,Hardware Engineer
18,3,3,3,3,3,Business,Hardware Engineer
21,3,2,3,3,3,Business,Hardware Engineer
25,2,4,2,2,2,ComputerScience,Hardware Engineer
25,2,5,2,2,2,ComputerScience,Hardware Engineer
20,2,1,2,2,2,ComputerScience,Hardware Engineer
21,2,0,2,2,2,ComputerScience,Hardware Engineer
25,2,3,2,2,2,ComputerScience,Hardware Engineer
21,2,2,2,2,2,ComputerScience,Hardware Engineer
19,4,4,4,4,4,Physics,Hardware Engineer
20,4,4,4,4,4,Physics,Hardware Engineer
21,4,4,4,4,4,Physics,Hardware Engineer
18,4,4,4,4,4,Physics,Hardware Engineer
18,4,4,4,4,4,Physics,Hardware Engineer
22,4,4,4,4,4,Physics,Hardware Engineer
20,5,5,5,5,5,Arts,Hardware Engineer
20,5,5,5,5,5,Arts,Hardware Engineer
22,5,5,5,5,5,Arts,Hardware Engineer
21,5,5,5,5,5,Arts,Hardware Engineer
20,5,5,5,5,5,Arts,Hardware Engineer
18,5,5,5,5,5,Arts,Hardware Engineer
18,1,1,1,1,1,Math,Hardware Engineer
25,1,1,1,1,1,Math,Hardware Engineer
19,1,1,1,1,1,Math,Hardware Engineer
20,1,1,1,1,1,Math,Hardware Engineer
21,1,1,1,1,1,Math,Hardware Engineer
22,1,1,1,1,1,Math,Hardware Engineer
22,0,0,0,0,0,Design,Hardware Engineer
21,0,0,0,0,0,Design,Hardware Engineer
24,0,0,0,0,0,Design,Hardware Engineer
23,0,0,0,0,0,Design,Hardware Engineer
19,0,0,0,0,0,Design,Hardware Engineer
22,0,0,0,0,0,Design,Hardware Engineer
20,3,3,3,3,3,Business,Hardware Engineer
19,3,3,3,3,3,Business,Hardware Engineer
20,3,3,3,3,3,Business,Hardware Engineer
24,3,3,3,3,3,Business,Hardware Engineer
18,3,3,3,3,3,Business,Hardware Engineer
19,3,3,3,3,3,Business,Hardware Engineer
25,2,2,2,2,2,ComputerScience,Hardware Engineer
22,2,2,2,2,2,ComputerScience,Hardware Engineer
19,2,2,2,2,2,ComputerScience,Hardware Engineer
19,2,2,2,2,2,ComputerScience,Hardware Engineer
19,2,2,2,2,2,ComputerScience,Hardware Engineer
23,2,2,2,2,2,ComputerScience,Hardware Engineer
19,4,4,4,4,4,Physics,Hardware Engineer
20,4,4,4,4,4,Physics,Hardware Engineer
18,4,4,4,4,4,Physics,Hardware Engineer
24,4,4,4,4,4,Physics,Hardware Engineer
21,4,4,4,4,4,Physics,Hardware Engineer
19,4,4,4,4,4,Physics,Hardware Engineer
22,5,5,5,5,5,Arts,Hardware Engineer
19,5,5,5,5,5,Arts,Hardware Engineer
22,5,5,5,5,5,Arts,Hardware Engineer
20,5,5,5,5,5,Arts,Hardware Engineer
22,5,5,5,5,5,Arts,Hardware Engineer
25,5,5,5,5,5,Arts,Hardware Engineer
21,1,1,1,1,1,Math,Hardware Engineer
18,1,1,1,1,1,Math,Hardware Engineer
22,1,1,1,1,1,Math,Hardware Engineer
22,1,1,1,1,1,Math,Hardware Engineer
18,1,1,1,1,1,Math,Hardware Engineer
21,1,1,1,1,1,Math,Hardware Engineer
19,0,0,0,0,0,Design,Hardware Engineer
22,0,0,0,0,0,Design,Hardware Engineer
18,0,0,0,0,0,Design,Hardware Engineer
25,0,0,0,0,0,Design,Hardware Engineer
25,0,0,0,0,0,Design,Hardware Engineer
20,0,0,0,0,0,Design,Hardware Engineer
18,3,3,3,3,3,Business,Hardware Engineer
20,3,3,3,3,3,Business,Hardware Engineer
25,3,3,3,3,3,Business,Hardware Engineer
21,3,3,3,3,3,Business,Hardware Engineer
19,3,3,3,3,3,Business,Hardware Engineer
18,3,3,3,3,3,Business,Hardware Engineer
24,2,2,2,2,2,ComputerScience,Hardware Engineer
25,2,2,2,2,2,ComputerScience,Hardware Engineer
25,2,2,2,2,2,ComputerScience,Hardware Engineer
24,2,2,2,2,2,ComputerScience,Hardware Engineer
23,2,2,2,2,2,ComputerScience,Hardware Engineer
25,2,2,2,2,2,ComputerScience,Hardware Engineer
22,4,4,4,4,4,Physics,Hardware Engineer
21,4,4,4,4,4,Physics,Hardware Engineer
18,4,4,4,4,4,Physics,Hardware Engineer
24,4,4,4,4,4,Physics,Hardware Engineer
22,4,4,4,4,4,Physics,Hardware Engineer
24,4,4,4,4,4,Physics,Hardware Engineer
18,5,5,5,5,5,Arts,Hardware Engineer
20,5,5,5,5,5,Arts,Hardware Engineer
18,5,5,5,5,5,Arts,Hardware Engineer
23,5,5,5,5,5,Arts,Hardware Engineer
18,5,5,5,5,5,Arts,Hardware Engineer
18,5,5,5,5,5,Arts,Hardware Engineer
23,1,1,1,1,1,Math,Hardware Engineer
21,1,1,1,1,1,Math,Hardware Engineer
25,1,1,1,1,1,Math,Hardware Engineer
18,1,1,1,1,1,Math,Hardware Engineer
23,1,1,1,1,1,Math,Hardware Engineer
22,1,1,1,1,1,Math,Hardware Engineer
20,0,0,0,0,0,Design,Hardware Engineer
20,0,0,0,0,0,Design,Hardware Engineer
18,0,0,0,0,0,Design,Hardware Engineer
21,0,0,0,0,0,Design,Hardware Engineer
21,0,0,0,0,0,Design,Hardware Engineer
22,0,0,0,0,0,Design,Hardware Engineer
18,3,3,3,3,3,Business,Hardware Engineer
20,3,3,3,3,3,Business,Hardware Engineer
21,3,3,3,3,3,Business,Hardware Engineer
18,3,3,3,3,3,Business,Hardware Engineer
24,3,3,3,3,3,Business,Hardware Engineer
21,3,3,3,3,3,Business,Hardware Engineer
23,2,2,2,2,2,ComputerScience,Hardware Engineer
24,2,2,2,2,2,ComputerScience,Hardware Engineer
25,2,2,2,2,2,ComputerScience,Hardware Engineer
21,2,2,2,2,2,ComputerScience,Hardware Engineer
20,2,2,2,2,2,ComputerScience,Hardware Engineer
19,2,2,2,2,2,ComputerScience,Hardware Engineer
24,4,4,4,4,4,Physics,Hardware Engineer
25,4,4,4,4,4,Physics,Hardware Engineer
22,4,4,4,4,4,Physics,Hardware Engineer
22,4,4,4,4,4,Physics,Hardware Engineer
20,4,4,4,4,4,Physics,Hardware Engineer
21,4,4,4,4,4,Physics,Hardware Engineer
18,5,5,5,5,5,Arts,Hardware Engineer
21,5,5,5,5,5,Arts,Hardware Engineer
20,5,5,5,5,5,Arts,Hardware Engineer
22,5,5,5,5,5,Arts,Hardware Engineer
21,5,5,5,5,5,Arts,Hardware Engineer
22,5,5,5,5,5,Arts,Hardware Engineer
24,1,1,1,1,1,Math,Hardware Engineer
25,1,1,1,1,1,Math,Hardware Engineer
18,1,1,1,1,1,Math,Hardware Engineer
24,1,1,1,1,1,Math,Hardware Engineer
22,1,1,1,1,1,Math,Hardware Engineer
22,1,1,1,1,1,Math,Hardware Engineer
19,0,0,0,0,0,Design,Hardware Engineer
19,0,0,0,0,0,Design,Hardware Engineer
24,0,0,0,0,0,Design,Hardware Engineer
23,0,0,0,0,0,Design,Hardware Engineer
24,0,0,0,0,0,Design,Hardware Engineer
19,0,0,0,0,0,Design,Hardware Engineer
22,3,3,3,3,3,Business,Hardware Engineer
20,3,3,3,3,3,Business,Hardware Engineer
24,3,3,3,3,3,Business,Hardware Engineer
22,3,3,3,3,3,Business,Hardware Engineer
20,3,3,3,3,3,Business,Hardware Engineer
20,3,3,3,3,3,Business,Hardware Engineer
19,2,2,2,2,2,ComputerScience,Hardware Engineer
24,2,2,2,2,2,ComputerScience,Hardware Engineer
21,2,2,2,2,2,ComputerScience,Hardware Engineer
18,2,2,2,2,2,ComputerScience,Hardware Engineer
19,2,2,2,2,2,ComputerScience,Hardware Engineer
19,2,2,2,2,2,ComputerScience,Hardware Engineer
21,4,4,4,4,4,Physics,Hardware Engineer
18,4,4,4,4,4,Physics,Hardware Engineer
22,4,4,4,4,4,Physics,Hardware Engineer
23,4,4,4,4,4,Physics,Hardware Engineer
24,4,4,4,4,4,Physics,Hardware Engineer
23,4,4,4,4,4,Physics,Hardware Engineer
22,5,5,5,5,5,Arts,Hardware Engineer
25,5,5,5,5,5,Arts,Hardware Engineer
19,5,5,5,5,5,Arts,Hardware Engineer
18,5,5,5,5,5,Arts,Hardware Engineer
19,5,5,5,5,5,Arts,Hardware Engineer
20,5,5,5,5,5,Arts,Hardware Engineer
19,1,1,1,1,1,Math,Hardware Engineer
19,1,1,1,1,1,Math,Hardware Engineer
22,1,1,1,1,1,Math,Hardware Engineer
22,1,1,1,1,1,Math,Hardware Engineer
22,1,1,1,1,1,Math,Hardware Engineer
23,1,1,1,1,1,Math,Hardware Engineer
20,0,0,0,0,0,Design,Hardware Engineer
25,0,0,0,0,0,Design,Hardware Engineer
25,0,0,0,0,0,Design,Hardware Engineer
22,0,0,0,0,0,Design,Hardware Engineer
18,0,0,0,0,0,Design,Hardware Engineer
23,0,0,0,0,0,Design,Hardware Engineer
21,3,3,3,3,3,Business,Hardware Engineer
18,3,3,3,3,3,Business,Hardware Engineer
24,3,3,3,3,3,Business,Hardware Engineer
24,3,3,3,3,3,Business,Hardware Engineer
18,3,3,3,3,3,Business,Hardware Engineer
22,3,3,3,3,3,Business,Hardware Engineer
21,2,2,2,2,2,ComputerScience,Hardware Engineer
21,2,2,2,2,2,ComputerScience,Hardware Engineer
23,2,2,2,2,2,ComputerScience,Hardware Engineer
21,2,2,2,2,2,ComputerScience,Hardware Engineer
24,2,2,2,2,2,ComputerScience,Hardware Engineer
20,2,2,2,2,2,ComputerScience,Hardware Engineer
22,4,4,4,4,4,Physics,Hardware Engineer
21,4,4,4,4,4,Physics,Hardware Engineer
23,4,4,4,4,4,Physics,Hardware Engineer
24,4,4,4,4,4,Physics,Hardware Engineer
20,4,4,4,4,4,Physics,Hardware Engineer
19,4,4,4,4,4,Physics,Hardware Engineer
19,5,5,5,5,5,Arts,Hardware Engineer
20,5,5,5,5,5,Arts,Hardware Engineer
24,5,5,5,5,5,Arts,Hardware Engineer
23,5,5,5,5,5,Arts,Hardware Engineer
20,5,5,5,5,5,Arts,Hardware Engineer
22,5,5,5,5,5,Arts,Hardware Engineer
22,1,1,1,1,1,Math,Hardware Engineer
19,1,1,1,1,1,Math,Hardware Engineer
21,1,1,1,1,1,Math,Hardware Engineer
23,1,1,1,1,1,Math,Hardware Engineer
19,1,1,1,1,1,Math,Hardware Engineer
21,1,1,1,1,1,Math,Hardware Engineer
21,0,0,0,0,0,Design,Hardware Engineer
25,0,0,0,0,0,Design,Hardware Engineer
22,0,0,0,0,0,Design,Hardware Engineer
24,0,0,0,0,0,Design,Hardware Engineer
18,0,0,0,0,0,Design,Hardware Engineer
24,0,0,0,0,0,Design,Hardware Engineer
18,3,3,3,3,3,Business,Hardware Engineer
20,3,3,3,3,3,Business,Hardware Engineer
22,3,3,3,3,3,Business,Hardware Engineer
21,3,3,3,3,3,Business,Hardware Engineer
23,3,3,3,3,3,Business,Hardware Engineer
18,3,3,3,3,3,Business,Hardware Engineer
24,2,2,2,2,2,ComputerScience,Hardware Engineer
21,2,2,2,2,2,ComputerScience,Hardware Engineer
18,2,2,2,2,2,ComputerScience,Hardware Engineer
18,2,2,2,2,2,ComputerScience,Hardware Engineer
25,2,2,2,2,2,ComputerScience,Hardware Engineer
18,2,2,2,2,2,ComputerScience,Hardware Engineer
23,4,4,4,4,4,Physics,Hardware Engineer
22,4,4,4,5,4,Physics,Hardware Engineer
23,4,4,4,1,4,Physics,Hardware Engineer
19,4,4,4,0,4,Physics,Hardware Engineer
21,4,4,4,3,4,Physics,Hardware Engineer
22,4,4,4,2,4,Physics,Hardware Engineer
25,5,5,5,4,5,Arts,Hardware Engineer
22,5,5,5,5,5,Arts,Hardware Engineer
22,5,5,5,1,5,Arts,Hardware Engineer
24,5,5,5,0,5,Arts,Hardware Engineer
22,5,5,5,3,5,Arts,Hardware Engineer
25,5,5,5,2,5,Arts,Hardware Engineer
23,1,1,1,4,1,Math,Hardware Engineer
22,1,1,1,5,1,Math,Hardware Engineer
20,1,1,1,1,1,Math,Hardware Engineer
21,1,1,1,0,1,Math,Hardware Engineer
22,1,1,1,3,1,Math,Hardware Engineer
21,1,1,1,2,1,Math,Hardware Engineer
20,0,0,0,4,0,Design,Hardware Engineer
20,0,0,0,5,0,Design,Hardware Engineer
21,0,0,0,1,0,Design,Hardware Engineer
18,0,0,0,0,0,Design,Hardware Engineer
19,0,0,0,3,0,Design,Hardware Engineer
24,0,0,0,2,0,Design,Hardware Engineer
18,3,3,3,4,3,Business,Hardware Engineer
18,3,3,3,5,3,Business,Hardware Engineer
23,3,3,3,1,3,Business,Hardware Engineer
24,3,3,3,0,3,Business,Hardware Engineer
24,3,3,3,3,3,Business,Hardware Engineer
18,3,3,3,2,3,Business,Hardware Engineer
22,2,2,2,4,2,ComputerScience,Hardware Engineer
23,2,2,2,5,2,ComputerScience,Hardware Engineer
23,2,2,2,1,2,ComputerScience,Hardware Engineer
20,2,2,2,0,2,ComputerScience,Hardware Engineer
25,2,2,2,3,2,ComputerScience,Hardware Engineer
24,2,2,2,2,2,ComputerScience,Hardware Engineer
18,4,4,4,4,4,Physics,Hardware Engineer
20,5,4,4,4,4,Physics,Hardware Engineer
21,1,4,4,4,4,Physics,Hardware Engineer
19,0,4,4,4,4,Physics,Hardware Engineer
25,3,4,4,4,4,Physics,Hardware Engineer
25,2,4,4,4,4,Physics,Hardware Engineer
25,4,5,5,5,5,Arts,Hardware Engineer
23,5,5,5,5,5,Arts,Hardware Engineer
21,1,5,5,5,5,Arts,Hardware Engineer
25,0,5,5,5,5,Arts,Hardware Engineer
21,3,5,5,5,5,Arts,Hardware Engineer
22,2,5,5,5,5,Arts,Hardware Engineer
25,4,1,1,1,1,Math,Hardware Engineer
19,5,1,1,1,1,Math,Hardware Engineer
21,1,1,1,1,1,Math,Hardware Engineer
21,0,1,1,1,1,Math,Hardware Engineer
19,3,1,1,1,1,Math,Hardware Engineer
25,2,1,1,1,1,Math,Hardware Engineer
19,4,0,0,0,0,Design,Hardware Engineer
21,5,0,0,0,0,Design,Hardware Engineer
19,1,0,0,0,0,Design,Hardware Engineer
21,0,0,0,0,0,Design,Hardware Engineer
21,3,0,0,0,0,Design,Hardware Engineer
22,2,0,0,0,0,Design,Hardware Engineer
18,4,3,3,3,3,Business,Hardware Engineer
21,5,3,3,3,3,Business,Hardware Engineer
25,1,3,3,3,3,Business,Hardware Engineer
20,0,3,3,3,3,Business,Hardware Engineer
23,3,3,3,3,3,Business,Hardware Engineer
24,2,3,3,3,3,Business,Hardware Engineer
18,4,2,2,2,2,ComputerScience,Hardware Engineer
18,5,2,2,2,2,ComputerScience,Hardware Engineer
18,1,2,2,2,2,ComputerScience,Hardware Engineer
22,0,2,2,2,2,ComputerScience,Hardware Engineer
21,3,2,2,2,2,ComputerScience,Hardware Engineer
22,2,2,2,2,2,ComputerScience,Hardware Engineer
21,4,4,4,4,4,Physics,Hardware Engineer
25,4,4,5,4,5,Physics,Hardware Engineer
22,4,4,1,4,1,Physics,Hardware Engineer
22,4,4,0,4,0,Physics,Hardware Engineer
23,4,4,3,4,3,Physics,Hardware Engineer
20,4,4,2,4,2,Physics,Hardware Engineer
22,5,5,4,5,4,Arts,Hardware Engineer
23,5,5,5,5,5,Arts,Hardware Engineer
19,5,5,1,5,1,Arts,Hardware Engineer
20,5,5,0,5,0,Arts,Hardware Engineer
25,5,5,3,5,3,Arts,Hardware Engineer
22,5,5,2,5,2,Arts,Hardware Engineer
24,1,1,4,1,4,Math,Hardware Engineer
18,1,1,5,1,5,Math,Hardware Engineer
19,1,1,1,1,1,Math,Hardware Engineer
19,1,1,0,1,0,Math,Hardware Engineer
25,1,1,3,1,3,Math,Hardware Engineer
23,1,1,2,1,2,Math,Hardware Engineer
19,0,0,4,0,4,Design,Hardware Engineer
20,0,0,5,0,5,Design,Hardware Engineer
22,0,0,1,0,1,Design,Hardware Engineer
22,0,0,0,0,0,Design,Hardware Engineer
24,0,0,3,0,3,Design,Hardware Engineer
25,0,0,2,0,2,Design,Hardware Engineer
18,3,3,4,3,4,Business,Hardware Engineer
23,3,3,5,3,5,Business,Hardware Engineer
18,3,3,1,3,1,Business,Hardware Engineer
19,3,3,0,3,0,Business,Hardware Engineer
25,3,3,3,3,3,Business,Hardware Engineer
24,3,3,2,3,2,Business,Hardware Engineer
18,2,2,4,2,4,ComputerScience,Hardware Engineer
20,2,2,5,2,5,ComputerScience,Hardware Engineer
22,2,2,1,2,1,ComputerScience,Hardware Engineer
19,2,2,0,2,0,ComputerScience,Hardware Engineer
24,2,2,3,2,3,ComputerScience,Hardware Engineer
18,2,2,2,2,2,ComputerScience,Hardware Engineer
23,4,4,4,4,4,Physics,Hardware Engineer
20,4,4,4,4,4,Physics,Hardware Engineer
20,4,4,4,4,4,Physics,Hardware Engineer
18,4,4,4,4,4,Physics,Hardware Engineer
22,4,4,4,4,4,Physics,Hardware Engineer
18,4,4,4,4,4,Physics,Hardware Engineer
19,5,5,5,5,5,Arts,Hardware Engineer
18,5,5,5,5,5,Arts,Hardware Engineer
20,5,5,5,5,5,Arts,Hardware Engineer
24,5,5,5,5,5,Arts,Hardware Engineer
18,5,5,5,5,5,Arts,Hardware Engineer
22,5,5,5,5,5,Arts,Hardware Engineer
25,1,1,1,1,1,Math,Hardware Engineer
24,1,1,1,1,1,Math,Hardware Engineer
23,1,1,1,1,1,Math,Hardware Engineer
21,1,1,1,1,1,Math,Hardware Engineer
18,1,1,1,1,1,Math,Hardware Engineer
22,1,1,1,1,1,Math,Hardware Engineer
24,0,0,0,0,0,Design,Hardware Engineer
22,0,0,0,0,0,Design,Hardware Engineer
23,0,0,0,0,0,Design,Hardware Engineer
20,0,0,0,0,0,Design,Hardware Engineer
22,0,0,0,0,0,Design,Hardware Engineer
24,0,0,0,0,0,Design,Hardware Engineer
22,3,3,3,3,3,Business,Hardware Engineer
22,3,3,3,3,3,Business,Hardware Engineer
22,3,3,3,3,3,Business,Hardware Engineer
19,3,3,3,3,3,Business,Hardware Engineer
19,3,3,3,3,3,Business,Hardware Engineer
20,3,3,3,3,3,Business,Hardware Engineer
18,2,2,2,2,2,ComputerScience,Hardware Engineer
